r_index_x,r_index_y,r_index_z
0.7227506041526794,0.7119508385658264,-2.168347120285034
0.7167292833328247,0.720931887626648,-2.219489336013794
0.7167292833328247,0.720931887626648,-2.219489336013794
0.7273882627487183,0.6958797574043274,-2.300976037979126
0.7273882627487183,0.6958797574043274,-2.300976037979126
0.7396273612976074,0.6458003520965576,-2.180964469909668
0.7396273612976074,0.6458003520965576,-2.180964469909668
0.6512889862060547,0.6645486950874329,-2.0423033237457275
0.6630293726921082,0.6436223983764648,-2.118102550506592
0.683942437171936,0.5805524587631226,-2.078993082046509
0.6433979272842407,0.5400908589363098,-2.130652666091919
0.6173403263092041,0.49782824516296387,-1.924646258354187
0.6126366853713989,0.4816218614578247,-2.079817295074463
0.6013256311416626,0.4755657911300659,-2.043078899383545
0.6108477115631104,0.4411787986755371,-2.314147472381592
0.6108477115631104,0.4411787986755371,-2.314147472381592
0.5880812406539917,0.44034266471862793,-2.3963639736175537
0.5880812406539917,0.44034266471862793,-2.3963639736175537
0.5837780237197876,0.39166903495788574,-2.12306809425354
0.5837780237197876,0.39166903495788574,-2.12306809425354
0.584101676940918,0.36666202545166016,-1.868835687637329
0.584101676940918,0.36666202545166016,-1.868835687637329
0.590591311454773,0.3367053270339966,-2.0014567375183105
0.589009702205658,0.3314359188079834,-1.7519043684005737
0.5856912136077881,0.31527674198150635,-2.0704843997955322
0.5856912136077881,0.31527674198150635,-2.0704843997955322
0.5764000415802002,0.32217514514923096,-2.005039930343628
0.5764000415802002,0.32217514514923096,-2.005039930343628
0.568566083908081,0.31820595264434814,-2.010671615600586
0.5677292943000793,0.33262455463409424,-1.976937174797058
0.5635713338851929,0.3402937650680542,-2.07332181930542
